ID|BRAND|MODEL|VARIANT|ENGINE|TRANSMISSION|FUEL|MILEAGE|PRICE|SEATS|URL
30|Hyundai|Elite i20|Magna Plus|1197|Manual|Petrol|18.6|6.27|5|https://www.cardekho.com/carmodels/Hyundai/Hyundai_i20
31|Hyundai|Elite i20|Era Diesel|1396|Manual|Diesel|22.54|6.9|5|https://www.cardekho.com/carmodels/Hyundai/Hyundai_i20
32|Hyundai|Elite i20|Sportz Plus|1197|Manual|Petrol|18.6|7.14|5|https://www.cardekho.com/carmodels/Hyundai/Hyundai_i20
33|Hyundai|Elite i20|Sportz Plus Dual Tone|1197|Manual|Petrol|18.6|7.44|5|https://www.cardekho.com/carmodels/Hyundai/Hyundai_i20
34|Hyundai|Elite i20|Magna Plus Diesel|1396|Manual|Diesel|22.54|7.63|5|https://www.cardekho.com/carmodels/Hyundai/Hyundai_i20
35|Hyundai|Elite i20|ASta Option|1197|Manual|Petrol|18.6|8.08|5|https://www.cardekho.com/carmodels/Hyundai/Hyundai_i20
36|Hyundai|Elite i20|Sportz plus CVT|1197|Automatic|Petrol|17.4|8.24|5|https://www.cardekho.com/carmodels/Hyundai/Hyundai_i20
37|Hyundai|Elite i20|Sportz Plus Diesel|1396|Manual|Diesel|22.54|8.39|5|https://www.cardekho.com/carmodels/Hyundai/Hyundai_i20
38|Hyundai|Elite i20|Sportz Plus Dual Ton Diesel|1396|Manual|Diesel|22.54|8.69|5|https://www.cardekho.com/carmodels/Hyundai/Hyundai_i20
39|Hyundai|Elite i20|Asta Option CVT|1197|Automatic|Petrol|17.4|9.13|5|https://www.cardekho.com/carmodels/Hyundai/Hyundai_i20
40|Hyundai|Elite i20|Asta Option Diesel|1396|Manual|Diesel|22.54|9.34|5|https://www.cardekho.com/carmodels/Hyundai/Hyundai_i20
41|Mahindra|Scorpio|S5|2179|Manual|Diesel|16.36|12.2|7|https://www.cardekho.com/mahindra/scorpio
42|Mahindra|Scorpio|S7 120|2179|Manual|Diesel|16.36|13.3|7|https://www.cardekho.com/mahindra/scorpio
43|Mahindra|Scorpio|S7 140|2179|Manual|Diesel|16.36|13.6|7|https://www.cardekho.com/mahindra/scorpio
44|Mahindra|Scorpio|S9|2179|Manual|Diesel|16.36|14.23|7|https://www.cardekho.com/mahindra/scorpio
45|Mahindra|Scorpio|S11|2179|Manual|Diesel|16.36|15.4|7|https://www.cardekho.com/mahindra/scorpio
46|Mahindra|Scorpio|S11 4WD|2179|Manual|Diesel|16.36|16.36|7|https://www.cardekho.com/mahindra/scorpio
47|Mahindra|XUV300|W4|1197|Manual|Petrol|17|8.1|5|https://www.cardekho.com/mahindra/xuv300
48|Mahindra|XUV300|W4 Diesel|1497|Manual|Diesel|20|8.69|5|https://www.cardekho.com/mahindra/xuv300
49|Mahindra|XUV300|W6|1197|Manual|Petrol|17|8.95|5|https://www.cardekho.com/mahindra/xuv300
50|Mahindra|XUV300|W6 Diesel|1497|Manual|Diesel|20|9.5|5|https://www.cardekho.com/mahindra/xuv300
51|Mahindra|XUV300|W6 AMT Diesel|1497|Automatic|Diesel|20|9.99|5|https://www.cardekho.com/mahindra/xuv300
52|Mahindra|XUV300|W8|1197|Manual|Petrol|17|10.4|5|https://www.cardekho.com/mahindra/xuv300
53|Mahindra|XUV300|W8 Diesel|1497|Manual|Diesel|20|10.95|5|https://www.cardekho.com/mahindra/xuv300
54|Mahindra|XUV300|W8 AMT Diesel|1497|Automatic|Diesel|17|11.5|5|https://www.cardekho.com/mahindra/xuv300
55|Mahindra|XUV300|W8 Option|1197|Manual|Petrol|17|11.64|5|https://www.cardekho.com/mahindra/xuv300
56|Mahindra|XUV300|W8 Option Dual Tone|1197|Manual|Petrol|17|11.79|5|https://www.cardekho.com/mahindra/xuv300
57|Mahindra|XUV300|W8 Option Diesel|1497|Manual|Diesel|20|12.14|5|https://www.cardekho.com/mahindra/xuv300
58|Mahindra|XUV300|W8 Option Dual Tone Diesel|1497|Manual|Diesel|20|12.29|5|https://www.cardekho.com/mahindra/xuv300
59|Mahindra|XUV300|W8 AMT Optional Diesel|1497|Automatic|Diesel|20|12.69|5|https://www.cardekho.com/mahindra/xuv300
60|Mahindra|XUV500|W3|2179|Manual|Diesel|15.1|12.3|7|https://www.cardekho.com/mahindra/xuv500
61|Mahindra|XUV500|W5|2179|Manual|Diesel|15.1|12.91|7|https://www.cardekho.com/mahindra/xuv500
62|Mahindra|XUV500|W7|2179|Manual|Diesel|15.1|14.18|7|https://www.cardekho.com/mahindra/xuv500
63|Mahindra|XUV500|W7 AT|2179|Automatic|Diesel|15.1|15.39|7|https://www.cardekho.com/mahindra/xuv500
64|Mahindra|XUV500|W9|2179|Manual|Diesel|15.1|15.88|7|https://www.cardekho.com/mahindra/xuv500
65|Mahindra|XUV500|W9 AT|2179|Automatic|Diesel|15.1|17.1|7|https://www.cardekho.com/mahindra/xuv500
66|Mahindra|XUV500|W11|2179|Manual|Diesel|15.1|17.16|7|https://www.cardekho.com/mahindra/xuv500
67|Mahindra|XUV500|W11 Option|2179|Manual|Diesel|15.1|17.41|7|https://www.cardekho.com/mahindra/xuv500
68|Mahindra|XUV500|W11 AT|2179|Automatic|Diesel|15.1|18.37|7|https://www.cardekho.com/mahindra/xuv500
69|Mahindra|XUV500|W11 Option AWD|2179|Manual|Diesel|15.1|18.52|7|https://www.cardekho.com/mahindra/xuv500
70|Mahindra|XUV500|W11 Option AT|2179|Automatic|Diesel|15.1|18.62|7|https://www.cardekho.com/mahindra/xuv500
71|Mahindra|Marazzo|M2|1497|Manual|Diesel|17.3|10.35|8|https://www.cardekho.com/mahindra/marazzo
72|Mahindra|Marazzo|M2 8Str|1497|Manual|Diesel|17.3|10.35|8|https://www.cardekho.com/mahindra/marazzo
73|Mahindra|Marazzo|M4|1497|Manual|Diesel|17.3|11.56|8|https://www.cardekho.com/mahindra/marazzo
74|Mahindra|Marazzo|M4 8Str|1497|Manual|Diesel|17.3|11.64|8|https://www.cardekho.com/mahindra/marazzo
75|Mahindra|Marazzo|M6|1497|Manual|Diesel|17.3|13.08|8|https://www.cardekho.com/mahindra/marazzo
76|Mahindra|Marazzo|M6 8Str|1497|Manual|Diesel|17.3|13.16|8|https://www.cardekho.com/mahindra/marazzo
77|Mahindra|Marazzo|M8|1497|Manual|Diesel|17.3|14.68|8|https://www.cardekho.com/mahindra/marazzo
78|Mahindra|Marazzo|M8 8Str|1497|Manual|Diesel|17.3|14.76|8|https://www.cardekho.com/mahindra/marazzo
79|Mahindra|Thar|CRDe|2498|Manual|Diesel|16.55|9.59|6|https://www.cardekho.com/mahindra/thar
80|Mahindra|Thar|CRDe ABS|2498|Manual|Diesel|16.55|9.74|6|https://www.cardekho.com/mahindra/thar
81|Mahindra|Thar|700 CRDe ABS|2498|Manual|Diesel|16.55|9.99|6|https://www.cardekho.com/mahindra/thar
82|Mahindra|TUV300|T4 Plus|1493|Manual|Diesel|18.49|8.54|7|https://www.cardekho.com/carmodels/Mahindra/Mahindra_TUV_300
83|Mahindra|TUV300|T6 Plus|1493|Manual|Diesel|18.49|9.14|7|https://www.cardekho.com/carmodels/Mahindra/Mahindra_TUV_300
84|Mahindra|TUV300|T8|1493|Manual|Diesel|18.49|9.76|7|https://www.cardekho.com/carmodels/Mahindra/Mahindra_TUV_300
85|Mahindra|TUV300|T10|1493|Manual|Diesel|18.49|9.99|7|https://www.cardekho.com/carmodels/Mahindra/Mahindra_TUV_300
86|Mahindra|TUV300|T10 Dual Tone|1493|Manual|Diesel|18.49|10.22|7|https://www.cardekho.com/carmodels/Mahindra/Mahindra_TUV_300
87|Mahindra|TUV300|T10 OPt|1493|Manual|Diesel|18.49|10.31|7|https://www.cardekho.com/carmodels/Mahindra/Mahindra_TUV_300
88|Mahindra|TUV300|T10 Opt Dual Tone|1493|Manual|Diesel|18.49|10.55|7|https://www.cardekho.com/carmodels/Mahindra/Mahindra_TUV_300
89|Mahindra|KUV100 NXT|G80 K2|1198|Manual|Petrol|18.15|4.88|6|https://www.cardekho.com/mahindra/kuv-100
90|Mahindra|KUV100 NXT|G80 K2 Plus|1198|Manual|Petrol|18.15|5.32|6|https://www.cardekho.com/mahindra/kuv-100
91|Mahindra|KUV100 NXT|G80 K4 Plus 5Str|1198|Manual|Petrol|18.15|5.73|6|https://www.cardekho.com/mahindra/kuv-100
92|Mahindra|KUV100 NXT|G80 K4 Plus|1198|Manual|Petrol|18.15|5.79|6|https://www.cardekho.com/mahindra/kuv-100
93|Mahindra|KUV100 NXT|D75 K2|1198|Manual|Diesel|25.32|5.9|6|https://www.cardekho.com/mahindra/kuv-100
94|Mahindra|KUV100 NXT|D75 K2 Plus|1198|Manual|Diesel|25.32|6.19|6|https://www.cardekho.com/mahindra/kuv-100
95|Mahindra|KUV100 NXT|G80 K6 Plus|1198|Manual|Petrol|18.15|6.31|6|https://www.cardekho.com/mahindra/kuv-100
96|Mahindra|KUV100 NXT|G80 K6 Plus 5Str|1198|Manual|Petrol|18.15|6.31|6|https://www.cardekho.com/mahindra/kuv-100
97|Mahindra|KUV100 NXT|D75 K4 Plus 5Str|1198|Manual|Diesel|25.32|6.6|6|https://www.cardekho.com/mahindra/kuv-100
98|Mahindra|KUV100 NXT|D75 K4 Plus|1198|Manual|Diesel|25.32|6.67|6|https://www.cardekho.com/mahindra/kuv-100
99|Mahindra|KUV100 NXT|G80 K8 5Str|1198|Manual|Petrol|18.15|6.87|6|https://www.cardekho.com/mahindra/kuv-100
100|Mahindra|KUV100 NXT|G80 K8|1198|Manual|Petrol|18.15|6.93|6|https://www.cardekho.com/mahindra/kuv-100
101|Mahindra|KUV100 NXT|G80 K8 Dual Tone|1198|Manual|Petrol|18.15|7.01|6|https://www.cardekho.com/mahindra/kuv-100
102|Mahindra|KUV100 NXT|D75 K6 Plus 5Str|1198|Manual|Diesel|25.32|7.48|6|https://www.cardekho.com/mahindra/kuv-100
103|Mahindra|KUV100 NXT|D75 K6 Plus|1198|Manual|Diesel|25.32|7.54|6|https://www.cardekho.com/mahindra/kuv-100
104|Mahindra|KUV100 NXT|K8 5Str|1198|Manual|Diesel|25.32|7.8|6|https://www.cardekho.com/mahindra/kuv-100
105|Mahindra|KUV100 NXT|D75 K8|1198|Manual|Diesel|25.32|7.87|6|https://www.cardekho.com/mahindra/kuv-100
106|Mahindra|KUV100 NXT|D75 K8 Dual Tone|1198|Manual|Diesel|25.32|7.94|6|https://www.cardekho.com/mahindra/kuv-100
107|Mahindra|ALTURAS G4|4*2 AT|2157|Automatic|Diesel|12.35|27.7|7|https://www.cardekho.com/mahindra/alturas-g4
108|Mahindra|ALTURAS G4|4*4 AT|2157|Automatic|Diesel|12.05|30.7|7|https://www.cardekho.com/mahindra/alturas-g4
109|Mahindra|XYLO|D2 Maxx BSIV|2489|Manual|Diesel|14.95|9.17|8|https://www.cardekho.com/carmodels/Mahindra/Mahindra_Xylo
110|Mahindra|XYLO|D2|2489|Manual|Diesel|14.95|9.38|8|https://www.cardekho.com/carmodels/Mahindra/Mahindra_Xylo
111|Mahindra|XYLO|D4|2489|Manual|Diesel|14.95|9.84|8|https://www.cardekho.com/carmodels/Mahindra/Mahindra_Xylo
112|Mahindra|XYLO|H4|2179|Manual|Diesel|14.02|10.07|8|https://www.cardekho.com/carmodels/Mahindra/Mahindra_Xylo
113|Mahindra|XYLO|H4 ABS|2179|Manual|Diesel|14.02|10.47|8|https://www.cardekho.com/carmodels/Mahindra/Mahindra_Xylo
114|Mahindra|XYLO|H8 ABS with Airbags|2179|Manual|Diesel|14.02|12|8|https://www.cardekho.com/carmodels/Mahindra/Mahindra_Xylo
115|Mahindra|Verito|1.5 D2|1461|Manual|Diesel|21.03|7.6|5|https://www.cardekho.com/mahindra/verito
116|Mahindra|Verito|1.5 D4|1461|Manual|Diesel|21.03|7.85|5|https://www.cardekho.com/mahindra/verito
117|Mahindra|Verito|1.5 D6|1461|Manual|Diesel|21.03|8.57|5|https://www.cardekho.com/mahindra/verito
118|Mahindra|Verito|1.5 Executive edition|1461|Manual|Diesel|21.03|8.99|5|https://www.cardekho.com/mahindra/verito
119|Mahindra|TUV300 Plus|P4|2179|Manual|Diesel|18.49|9.92|9|https://www.cardekho.com/mahindra/tuv-300-plus
120|Mahindra|TUV300 Plus|P6|2179|Manual|Diesel|18.49|10.29|9|https://www.cardekho.com/mahindra/tuv-300-plus
121|Mahindra|TUV300 Plus|P8|2179|Manual|Diesel|18.49|11.42|9|https://www.cardekho.com/mahindra/tuv-300-plus
122|Renault|Captur|1.5Petrol RXC|1498|Manual|Petrol|13.87|9.49|5|https://www.cardekho.com/renault/captur
123|Renault|Captur|1.5Diesel RXE|1461|Manual|Diesel|20.37|10.49|5|https://www.cardekho.com/renault/captur
124|Renault|Captur|Platine Dual Tone Petrol|1498|Manual|Petrol|13.87|11.99|5|https://www.cardekho.com/renault/captur
125|Renault|Captur|Platine Dual Tone Diesel|1461|Manual|Diesel|20.37|12.99|5|https://www.cardekho.com/renault/captur
126|Renault|Triber|RXE|999|Manual|Petrol|20|4.95|7|https://www.cardekho.com/renault/triber
127|Renault|Triber|RXL|999|Manual|Petrol|20|5.49|7|https://www.cardekho.com/renault/triber
128|Renault|Triber|RXT|999|Manual|Petrol|20|5.99|7|https://www.cardekho.com/renault/triber
129|Renault|Triber|RXZ|999|Manual|Petrol|20|20.5|7|https://www.cardekho.com/renault/triber
130|Renault|Triber|RXZ AMT|999|Manual|Petrol|20.5|7|7|https://www.cardekho.com/renault/triber
131|Renault|Lodgy|85PS Std|1461|Manual|Diesel|21.04|8.63|8|https://www.cardekho.com/carmodels/Renault/Renault_Lodgy
132|Renault|Lodgy|85PS RxE|1461|Manual|Diesel|21.04|9.64|8|https://www.cardekho.com/carmodels/Renault/Renault_Lodgy
133|Renault|Lodgy|85PS RxE 7 Seater|1461|MAnual|Diesel|21.04|9.64|8|https://www.cardekho.com/carmodels/Renault/Renault_Lodgy
134|Renault|Lodgy|Stepway 85PS RXL 8S|1461|Manual|Diesel|21.04|10.53|8|https://www.cardekho.com/carmodels/Renault/Renault_Lodgy
135|Renault|Lodgy|Stepway 85PS RXZ 8S|1461|Manual|Diesel|21.04|11.3|8|https://www.cardekho.com/carmodels/Renault/Renault_Lodgy
136|Renault|Lodgy|Stepway 110PS RXZ 8S|1461|Manual|Diesel|19.98|12.11|8|https://www.cardekho.com/carmodels/Renault/Renault_Lodgy
137|Renault|Lodgy|Stepway 110PS RXZ 7S|1461|Manual|Diesel|19.98|12.11|8|https://www.cardekho.com/carmodels/Renault/Renault_Lodgy
138|Renault|Duster|RXE|1498|Manual|Petrol|13.9|7.99|5|https://www.cardekho.com/renault/duster
139|Renault|Duster|RXS|1498|Manual|Petrol|13.9|9.19|5|https://www.cardekho.com/renault/duster
140|Renault|Duster|RXE 85PS|1461|Manual|Diesel|19.87|9.29|5|https://www.cardekho.com/renault/duster
141|Renault|Duster|RXS 85PS|1461|Manual|Diesel|19.87|9.99|5|https://www.cardekho.com/renault/duster
142|Renault|Duster|RXS Option CVT|1498|Automatic|Petrol|13.9|9.99|5|https://www.cardekho.com/renault/duster
143|Renault|Duster|RXS 110PS|1461|Manual|Diesel|19.87|11.19|5|https://www.cardekho.com/renault/duster
144|Renault|Duster|RXZ 110PS|1461|Manual|Diesel|19.87|12.09|5|https://www.cardekho.com/renault/duster
145|Renault|Duster|RXS Option 110PS AWD|1461|Manual|Diesel|19.87|12.49|5|https://www.cardekho.com/renault/duster
146|Renault|Duster|RXZ 110PS AMT|1461|Automatic|Diesel|19.87|12.49|5|https://www.cardekho.com/renault/duster
147|Renault|KWID|STD|799|Manual|Petrol|25.17|2.83|5|https://www.cardekho.com/carmodels/Renault/Renault_KWID
148|Renault|KWID|RXE|799|Manual|Petrol|25.17|3.53|5|https://www.cardekho.com/carmodels/Renault/Renault_KWID
149|Renault|KWID|RXL|799|Manual|Petrol|25.17|3.83|5|https://www.cardekho.com/carmodels/Renault/Renault_KWID
150|Renault|KWID|RXT|799|Manual|Petrol|25.17|4.13|5|https://www.cardekho.com/carmodels/Renault/Renault_KWID
151|Renault|KWID|1.0 RXT|999|Manual|Petrol|23.01|4.33|5|https://www.cardekho.com/carmodels/Renault/Renault_KWID
152|Renault|KWID|1.0 RXT Opt|999|Manual|Petrol|23.01|4.4|5|https://www.cardekho.com/carmodels/Renault/Renault_KWID
153|Renault|KWID|Climber 1.0 MT|999|Manual|Petrol|23.01|4.54|5|https://www.cardekho.com/carmodels/Renault/Renault_KWID
154|Renault|KWID|Climber 1.0 MT Opt|999|Manual|Petrol|23.01|4.62|5|https://www.cardekho.com/carmodels/Renault/Renault_KWID
155|Renault|KWID|1.0 RXT AMT|999|Automatic|Petrol|24.04|4.63|5|https://www.cardekho.com/carmodels/Renault/Renault_KWID
156|Renault|KWID|1.0 RXT AMT Opt|999|Automatic|Petrol|24.04|4.7|5|https://www.cardekho.com/carmodels/Renault/Renault_KWID
157|Renault|KWID|Climber 1.0 AMT|999|Automatic|Petrol|24.04|4.84|5|https://www.cardekho.com/carmodels/Renault/Renault_KWID
158|Renault|KWID|Climber 1.0 AMT Opt|999|Automatic|Petrol|24.04|4.92|5|https://www.cardekho.com/carmodels/Renault/Renault_KWID
159|Ford|ECOSPORT|Ambiente 1.5L Ti-Vct|1497|Manual|Petrol|17|7.81|5|https://www.cardekho.com/carmodels/Ford/Ford_Ecosport
160|Ford|ECOSPORT|Ambiente 1.5L TDCi|1498|Manual|Diesel|23|8.31|5|https://www.cardekho.com/carmodels/Ford/Ford_Ecosport
161|Ford|ECOSPORT|Trend 1.5L Ti-VCT|1497|Manual|Petrol|17|8.61|5|https://www.cardekho.com/carmodels/Ford/Ford_Ecosport
162|Ford|ECOSPORT|Trend 1.5L TDCi|1498|Manual|Diesel|23|9.11|5|https://www.cardekho.com/carmodels/Ford/Ford_Ecosport
163|Ford|ECOSPORT|Titanium 1.5L Ti-VCT|1497|Manual|Petrol|17|9.4|5|https://www.cardekho.com/carmodels/Ford/Ford_Ecosport
164|Ford|ECOSPORT|Titanium 1.5L TDCi|1498|Manual|Diesel|23|9.9|5|https://www.cardekho.com/carmodels/Ford/Ford_Ecosport
165|Ford|ECOSPORT|Titanium+1.5L Ti-VCT|1497|Manual|Petrol|16.3|10.3|5|https://www.cardekho.com/carmodels/Ford/Ford_Ecosport
166|Ford|ECOSPORT|Thunder Edtion Petrol|1497|Manual|Petrol|17|10.3|5|https://www.cardekho.com/carmodels/Ford/Ford_Ecosport
167|Ford|ECOSPORT|Thunder Edtion Diesel|1498|Manual|Diesel|23|10.8|5|https://www.cardekho.com/carmodels/Ford/Ford_Ecosport
168|Ford|ECOSPORT|Titanium+1.5L TDCi|1498|Manual|Diesel|23|10.8|5|https://www.cardekho.com/carmodels/Ford/Ford_Ecosport
169|Ford|ECOSPORT|S Petrol|999|Manual|Petrol|18.1|10.85|5|https://www.cardekho.com/carmodels/Ford/Ford_Ecosport
170|Ford|ECOSPORT|Titanium+1.5L Ti-VCT|1497|Automatic|Petrol|14.8|11.2|5|https://www.cardekho.com/carmodels/Ford/Ford_Ecosport
171|Ford|ECOSPORT|S Diesel|1498|Manual|Diesel|23|11.35|5|https://www.cardekho.com/carmodels/Ford/Ford_Ecosport
172|Ford|FIGO|Ambiente 1.2 Ti-VCT|1194|Manual|Petrol|20.4|5.23|5|https://www.cardekho.com/carmodels/Ford/Ford_Figo
173|Ford|FIGO|Titanium 1.2 Ti-VCT MT|1194|Manual|Petrol|20.4|6|5|https://www.cardekho.com/carmodels/Ford/Ford_Figo
174|Ford|FIGO|Ambiente 1.5 TDCi|1498|Manual|Diesel|25.5|6.13|5|https://www.cardekho.com/carmodels/Ford/Ford_Figo
175|Ford|FIGO|Titanium Blu 1.2 Ti-VCT|1194|Manual|Petrol|20.4|6.65|5|https://www.cardekho.com/carmodels/Ford/Ford_Figo
176|Ford|ENDEAVOUR|Titanium 2.2 4*2 MT|2198|Manual|Diesel|14.2|28.2|7|https://www.cardekho.com/carmodels/Ford/Ford_Endeavour
177|Ford|ENDEAVOUR|Titanium Plus 2.2 4*2 AT|2198|Automatic|Diesel|12.62|31.33|7|https://www.cardekho.com/carmodels/Ford/Ford_Endeavour
178|Ford|ENDEAVOUR|Titanium Plus 3.2 4*4 AT|3198|Automatic|Diesel|10.6|33.7|7|https://www.cardekho.com/carmodels/Ford/Ford_Endeavour
179|Ford|ASPIRE|Ambiente 1.2 Ti-VCT|1194|Manual|Petrol|20.4|5.89|5|https://www.cardekho.com/ford/figo-aspire
180|Ford|ASPIRE|Trend 1.2 Ti-VCT|1194|Manual|Petrol|20.4|6.54|5|https://www.cardekho.com/ford/figo-aspire
181|Ford|ASPIRE|Trend 1.2 Plus Ti-VCT|1194|Manual|Petrol|20.4|6.88|5|https://www.cardekho.com/ford/figo-aspire
182|Ford|ASPIRE|Ambiente 1.5 TDCi|1498|Manual|Diesel|26.1|6.9|5|https://www.cardekho.com/ford/figo-aspire
183|Ford|ASPIRE|Trend 1.5 TDCi|1498|Manual|Diesel|26.1|7.28|5|https://www.cardekho.com/ford/figo-aspire
184|Ford|ASPIRE|Titanium 1.2 Ti-VCT|1194|Manual|Petrol|19.4|7.28|5|https://www.cardekho.com/ford/figo-aspire
185|Ford|ASPIRE|Titanium Blu 1.2 Ti-VCT|1194|Manual|Petrol|20.4|7.52|5|https://www.cardekho.com/ford/figo-aspire
186|Ford|ASPIRE|Trend Plus 1.5 TDCi|1498|Manual|Diesel|26.1|7.68|5|https://www.cardekho.com/ford/figo-aspire
187|Ford|ASPIRE|Titanium Plus 1.2 Ti-VCT|1194|Manual|Petrol|19.4|7.73|5|https://www.cardekho.com/ford/figo-aspire
188|Ford|ASPIRE|Titanium 1.5 TDCi|1498|Manual|Diesel|26.1|8.08|5|https://www.cardekho.com/ford/figo-aspire
189|Ford|ASPIRE|Titanium Blu 1.5 TDCi|1498|Manual|Diesel|26.1|8.33|5|https://www.cardekho.com/ford/figo-aspire
190|Ford|ASPIRE|Titanium Plus 1.5 TDCi|1498|Manual|Diesel|26.1|8.53|5|https://www.cardekho.com/ford/figo-aspire
191|Ford|ASPIRE|Titanium 1.5 Ti-VCT AT|1497|Automatic|Petrol|16.3|9.01|5|https://www.cardekho.com/ford/figo-aspire
192|Ford|FREESTYLE|Ambiente 1.2 Ti-VCT|1194|Manual|Petrol|19|5.82|5|https://www.cardekho.com/ford/freestyle
193|Ford|FREESTYLE|Ambiente 1.5 TDCi|1498|Manual|Diesel|24.4|6.67|5|https://www.cardekho.com/ford/freestyle
194|Ford|FREESTYLE|Trend Plus 1.2 Ti-VCT|1194|Manual|Petrol|19|6.72|5|https://www.cardekho.com/ford/freestyle
195|Ford|FREESTYLE|Titanium 1.2 Ti-VCT|1194|Manual|Petrol|19|7.12|5|https://www.cardekho.com/ford/freestyle
196|Ford|FREESTYLE|Trend Plus 1.5 TDCi|1498|Manual|Diesel|24.4|7.36|5|https://www.cardekho.com/ford/freestyle
197|Ford|FREESTYLE|Titanium Plus 1.2 Ti-VCT|1194|Manual|Petrol|19|7.47|5|https://www.cardekho.com/ford/freestyle
198|Ford|FREESTYLE|Titanium 1.5 TDCi|1498|Manual|Diesel|24.4|7.81|5|https://www.cardekho.com/ford/freestyle
199|Ford|FREESTYLE|Titanium Plus 1.5 TDCi|1498|Manual|Diesel|24.4|8.27|5|https://www.cardekho.com/ford/freestyle
200|Mahindra|Scorpio|S3|2523|Manual|Diesel|15.4|9.99|7|https://www.cardekho.com/mahindra/scorpio
201|BMW|X1|sDrive20d Expedition|1995|Automatic|Diesel|20.68|35.2|5|https://www.cardekho.com/carmodels/BMW/BMW_X1
202|BMW|X1|sDrive20i xLine|1998|Automatic|Petrol|15.71|38.3|5|https://www.cardekho.com/carmodels/BMW/BMW_X1
203|BMW|X1|sDrive 20d xLine|1995|Automatic|Diesel|20.68|39.3|5|https://www.cardekho.com/carmodels/BMW/BMW_X1
